question_id,company,company_industry,role,category,subcategory,difficulty,industry,question,short_answer,detailed_answer,strong_answer_signals,common_mistakes,follow_ups,evaluation_rubric,skills,tags,interview_stage,expected_time,source,license_usage_rights,quality_status,last_reviewed
MIMIR-0326,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Leadership,Leadership,Hard,Investment Banking / Finance,How would you handle a team that is divided over the best approach to an important initiative?,"I would start by listening to both sides to genuinely understand the root cause of the disagreement. Then I would facilitate a structured discussion, help the team find shared criteria for deciding, and drive toward a decision — either by consensus or by making a clear call with a rationale. At Goldman Sachs, where cross-functional collaboration is critical, resolving team disagreement quickly and fairly is essential.","**How to approach a divided team:**

**Step 1: Diagnose the disagreement**
- Is it a disagreement about facts (one side has different information)?
- Is it about values or priorities (different people weigh trade-offs differently)?
- Is it interpersonal (trust or history issues between team members)?
Each type requires a different resolution approach.

**Step 2: Create space for each view**
- Hold structured discussions where each side presents their case
- Ask clarifying questions to ensure everyone is understood
- Summarize key differences to make the disagreement explicit and solvable

**Step 3: Find shared ground**
- Identify the shared objectives the whole team agrees on
- Use agreed criteria (e.g., what serves the customer best, what is feasible)

**Step 4: Drive to a decision**
- If consensus is reached, great. If not, the leader must decide — and explain clearly why
- Commit the team to the decision even if not everyone agreed

**Step 5: Follow up**
- Check in to make sure those who disagreed feel respected and included","[""Diagnoses the type of disagreement before acting"", ""Creates space for all views to be heard"", ""Uses shared criteria or objectives to resolve the disagreement"", ""Willing to make a final call when consensus is impossible"", ""Follows up to maintain team cohesion after the decision""]","[""Imposing a decision without listening to both sides"", ""Avoiding the conflict and hoping it resolves itself"", ""Taking a side too early without understanding the full picture"", ""Treating all disagreements the same way regardless of root cause"", ""Not following up to ensure team alignment post-decision""]","[""What if one side still refused to commit after the decision was made?"", ""How do you prevent this kind of division from happening in the first place?"", ""When would you escalate rather than resolve internally?"", ""How do you keep team morale intact when not everyone agrees with the final decision?""]","1: Proposes imposing a decision without any listening or process. 2: Suggests listening but has no structured approach to resolving the disagreement. 3: Outlines a reasonable process for hearing both sides and reaching a decision. 4: Demonstrates diagnosis of root cause, structured facilitation, and willingness to make a final call with clear rationale. 5: Shows nuanced leadership including tailoring the resolution approach to the type of disagreement, maintaining team cohesion, and following up effectively.",,"goldman-sachs,leadership",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0327,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Strategy,Strategy,Medium,Investment Banking / Finance,"What is one strategic opportunity you would investigate for Goldman Sachs and why, considering areas such as investment banking, markets, asset management, risk?","I would identify one clear strategic opportunity for Goldman Sachs based on where the market is heading, where the company already has competitive advantages, and where there is an unmet customer need. For example, I might explore Investment banking and suggest expanding into an adjacent area where Goldman Sachs's capabilities give it an edge.","**How to structure a strategic opportunity answer:**

**Step 1: State your opportunity clearly**
Choose one specific opportunity — do not list five. Be decisive.

**Step 2: Explain why the market is attractive**
- Is it large and growing?
- Are customers underserved?
- Is there a structural shift (technology, regulation, behavior) creating an opening?

**Step 3: Explain why Goldman Sachs is well-positioned**
- What existing strengths (deal-making reputation, talent quality, global network, M&A and IPO leadership) are relevant?
- Does Goldman Sachs have unique assets — data, relationships, technology, brand — that others don't?

**Step 4: Assess the competitive dynamics**
- Who else might pursue this? (Morgan Stanley, JPMorgan Chase, Bank of America Merrill Lynch, Citi, Blackstone)
- What is the window of opportunity?

**Step 5: Outline high-level execution approach**
- What would the first steps look like?
- What risks need to be managed?

**Suggested opportunity areas for Goldman Sachs:** Investment banking, Global Markets (trading), Asset Management, Consumer & Wealth Management, Transaction Banking","[""Picks one specific, well-reasoned opportunity rather than several vague ones"", ""Explains why the market is attractive using clear logic"", ""Links the opportunity to specific strengths of Goldman Sachs"", ""Considers competitive dynamics and threats"", ""Proposes a high-level approach and acknowledges key risks""]","[""Proposing an opportunity without justifying it with market or company logic"", ""Listing multiple opportunities without prioritizing any of them"", ""Ignoring the company's existing strengths and capabilities"", ""Not considering competitors or what makes the opportunity defensible"", ""Inventing specific revenue figures or market data not grounded in logic""]","[""How would you size this opportunity?"", ""What would be the biggest risk to this strategy?"", ""How would Goldman Sachs build the capabilities needed?"", ""How would you prioritize this against existing opportunities?""]","1: Proposes an opportunity with no supporting rationale. 2: Identifies an opportunity but does not connect it to Goldman Sachs's strengths or market dynamics. 3: Presents a clear opportunity with reasonable market and company logic. 4: Delivers a well-structured strategic argument connecting market attractiveness, Goldman Sachs's unique advantages, and competitive dynamics. 5: Presents a compelling, differentiated opportunity with a clear strategic rationale, risk acknowledgment, and a high-level execution view that demonstrates strong business acumen.",,"goldman-sachs,strategy",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0328,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Strategy,Strategy,Hard,Investment Banking / Finance,"A strong competitor begins taking market share. How would you diagnose the situation and respond, considering areas such as investment banking, markets, asset management, risk?","I would start by diagnosing why Goldman Sachs is losing share — whether the competitor is winning on price, product, distribution, or brand. I would then assess whether this is a temporary threat or a structural shift. Based on that diagnosis, I would evaluate response options: competing directly, differentiating, or acquiring capabilities. At Goldman Sachs, the response would depend on which part of the business — Investment banking or others — is under pressure.","**Step 1: Diagnose the source of market share loss**
- Is the competitor winning on price, product features, distribution, or brand?
- Is the loss concentrated in a specific customer segment, geography, or product line?
- Is this a new entrant or an existing player making a move?

**Step 2: Assess the severity and sustainability**
- Is this a temporary dip or a structural threat?
- How quickly is market share moving?
- What is the competitor's motivation — are they investing for growth or just undercutting?

**Step 3: Evaluate Goldman Sachs's response options**
Options typically include:
- **Match or undercut:** Price adjustment, product parity investment
- **Differentiate:** Double down on unique advantages (deal-making reputation, talent quality, global network, M&A and IPO leadership)
- **Acquire:** Buy the competitor or a capability that closes the gap
- **Partner:** Form alliances that strengthen your position
- **Retreat:** Accept share loss in one segment to protect margins elsewhere

**Step 4: Recommend a prioritized response**
Based on diagnosis, choose the most appropriate option — and explain the trade-offs.

**Consider:** Marcus consumer banking exit costs, market volatility, regulation, fintech disruption","[""Starts with diagnosis before jumping to a response"", ""Identifies which segment, geography, or product is affected"", ""Evaluates multiple strategic options with trade-offs"", ""Recommends a specific response and justifies it"", ""Considers the competitor's motivation and sustainability of the threat""]","[""Jumping to a response without diagnosing the root cause"", ""Recommending a single option without considering alternatives"", ""Ignoring the company's competitive advantages in the response"", ""Not differentiating between a temporary and structural threat"", ""Making up specific data or market share figures""]","[""What data would you want to gather before deciding on a response?"", ""How quickly would you need to act?"", ""What if matching the competitor's price is not economically viable?"", ""How would you measure whether the response is working?""]","1: Jumps to a response without any diagnosis. 2: Identifies the threat but proposes only one option with no trade-off analysis. 3: Provides a structured diagnosis and evaluates at least two response options. 4: Delivers a prioritized response grounded in diagnosis of root cause and Goldman Sachs's specific strengths and constraints. 5: Demonstrates sophisticated competitive analysis including threat assessment, scenario evaluation, trade-off reasoning, and a clear strategic recommendation with metrics to track success.",,"goldman-sachs,strategy",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0329,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Strategy,Strategy,Hard,Investment Banking / Finance,"How would you evaluate whether Goldman Sachs should expand into a new geography, considering areas such as investment banking, markets, asset management, risk?","I would evaluate geographic expansion for Goldman Sachs by analyzing market attractiveness, competitive dynamics, regulatory environment, and how well Goldman Sachs's existing capabilities transfer to the new market. I would prioritize markets with strong demand, manageable entry barriers, and alignment with Goldman Sachs's existing assets like Investment banking.","**Framework for evaluating geographic expansion:**

**1. Market Attractiveness**
- Market size and growth rate
- Customer willingness to pay and existing demand signals
- Macroeconomic stability and GDP trends

**2. Competitive Landscape**
- Who is already there? How entrenched are they?
- Is there a first-mover advantage available?
- Are there local players that would be hard to beat?

**3. Regulatory and Political Environment**
- Data localization, licensing, tariffs
- Government relations requirements
- Risk of regulatory changes

**4. Goldman Sachs's Fit and Capabilities**
- Does the company's core offering translate without major adaptation?
- Are there existing partnerships, infrastructure, or brand recognition in the market?
- Consider: deal-making reputation, talent quality, global network, M&A and IPO leadership

**5. Economics**
- What is the cost to enter? (people, technology, marketing, distribution)
- What is the payback period?
- What is the minimum scale needed to be competitive?

**6. Recommendation Framework**
Score markets on attractiveness vs. ease of entry and prioritize the best quadrant.","[""Uses a structured framework covering market, competition, regulation, and fit"", ""Connects the evaluation to Goldman Sachs's specific capabilities"", ""Addresses economic viability and required investment"", ""Prioritizes factors rather than treating them equally"", ""Recommends a clear next step or decision criteria""]","[""Listing factors without explaining how to weigh or prioritize them"", ""Ignoring regulatory or political risk"", ""Not connecting the analysis to Goldman Sachs's specific strengths"", ""Assuming the home market playbook works perfectly in a new geography"", ""Confusing market attractiveness with ease of entry""]","[""Which specific geography would you recommend and why?"", ""How would you build a business case for the investment?"", ""What would make you decide NOT to enter a market?"", ""How would you sequence the entry if resources are limited?""]","1: Lists a few factors with no structure or weighting. 2: Provides a basic checklist of factors without depth or prioritization. 3: Uses a clear framework and applies it to Goldman Sachs's context with reasonable logic. 4: Delivers a comprehensive analysis connecting market opportunity, competitive dynamics, regulatory risk, and Goldman Sachs's fit with a clear recommendation. 5: Demonstrates expert-level strategic thinking with a fully structured evaluation, trade-off analysis between markets, and a defensible recommendation grounded in Goldman Sachs's capabilities and economics.",,"goldman-sachs,strategy",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0330,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Strategy,Strategy,Expert,Investment Banking / Finance,"If you were given a large strategic investment budget, how would you allocate it across competing opportunities, considering areas such as investment banking, markets, asset management, risk?","I would allocate the budget based on three criteria: strategic importance to Goldman Sachs's long-term position, size of the market opportunity, and current readiness to execute. I would prioritize areas where Goldman Sachs has a right to win and where investment now creates a durable advantage. For Goldman Sachs, this means evaluating areas like Investment banking, Global Markets (trading), Asset Management, Consumer & Wealth Management, Transaction Banking against these criteria explicitly.","**How to approach a budget allocation question:**

**Step 1: Clarify the objectives**
Is this budget for growth, defense, transformation, or capability building? The allocation logic differs for each.

**Step 2: Identify the candidate opportunities**
For Goldman Sachs, relevant areas include: Investment banking, Global Markets (trading), Asset Management, Consumer & Wealth Management, Transaction Banking

**Step 3: Evaluate each opportunity on key criteria**
- **Strategic importance:** How critical is this to the company's long-term competitive position?
- **Market opportunity:** How large and growing is the opportunity?
- **Competitive positioning:** Does Goldman Sachs have a right to win? (deal-making reputation, talent quality, global network, M&A and IPO leadership)
- **Return potential:** What is the expected payback period and ROI?
- **Execution readiness:** Can the company actually execute well here?

**Step 4: Apply an allocation logic**
A typical allocation:
- **Core defense (protect existing business):** 50-60%
- **Adjacent bets (grow into related spaces):** 25-35%
- **Transformational investments (future positioning):** 10-15%

**Step 5: Acknowledge trade-offs and risks**
- What are you deprioritizing and why?
- What is the downside if a key bet doesn't work out?","[""Clarifies investment objectives before allocating"", ""Uses clear, explicit criteria for ranking opportunities"", ""Applies a logical allocation framework (core/adjacent/transformational)"", ""Connects allocation to Goldman Sachs's specific strategic position"", ""Acknowledges trade-offs and what is being deprioritized""]","[""Spreading the budget equally across all areas without any prioritization logic"", ""Ignoring execution risk or company readiness"", ""Allocating without explaining the reasoning behind each choice"", ""Focusing only on short-term return and ignoring long-term positioning"", ""Not acknowledging what is being deprioritized and why""]","[""What would you cut if the budget were 30% smaller?"", ""How would you measure ROI on transformational investments that have no near-term return?"", ""What would change your allocation in year two?"", ""How would you handle a board that disagrees with your allocation?""]","1: Allocates budget intuitively without any structured criteria. 2: Provides some criteria but does not apply them consistently to the available opportunities. 3: Uses clear criteria, evaluates opportunities, and proposes a reasonable allocation. 4: Delivers a rigorous allocation with a core/adjacent/transformational framework, connected to Goldman Sachs's specific position and trade-offs explicitly stated. 5: Demonstrates expert strategic judgment by combining opportunity sizing, competitive positioning, execution readiness, and portfolio balance into a compelling and defensible allocation recommendation.",,"goldman-sachs,strategy",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0331,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Product Management,Product Management,Medium,Investment Banking / Finance,"Pick one major product or service associated with Goldman Sachs at Goldman Sachs. What customer problem does it solve, and how would you improve it?","I would pick a specific product at Goldman Sachs — such as Investment banking — and explain the core customer problem it solves today. Then I would identify the most impactful improvement opportunity by focusing on unmet user needs, friction points, or an underserved segment. I would then prioritize the improvement based on user value and feasibility.","**How to structure a product improvement answer:**

**1. Pick a product and define the user**
Choose one product from Goldman Sachs (e.g., Investment banking) and be specific about which user segment you are focusing on.

**2. Articulate the core customer problem**
What job does this product do for the user today? Why do they use it?

**3. Identify the improvement opportunity**
Use one of these lenses:
- **Unmet needs:** What do users want that the product doesn't deliver?
- **Friction:** Where do users struggle or drop off?
- **Underserved segments:** Is there a user group whose needs are not well served?
- **Market trend:** Is there a new behavior, technology, or competitive threat that creates an improvement imperative?

**4. Propose a specific improvement**
Be concrete — name a feature or change. Explain the user benefit.

**5. Consider trade-offs**
- What is the cost and effort to build?
- Are there risks (privacy, abuse, quality)?
- How would you measure success?

**6. Define metrics**
What would tell you the improvement worked?","[""Picks a specific product and user segment rather than staying vague"", ""Clearly articulates what problem the product already solves"", ""Identifies a well-reasoned improvement grounded in user needs"", ""Considers trade-offs, cost, and risk"", ""Defines clear metrics to measure success of the improvement""]","[""Suggesting improvements without grounding them in a user problem"", ""Proposing unrealistic features without considering feasibility"", ""Ignoring the current strengths or existing user behavior"", ""Not defining success metrics"", ""Choosing the wrong product or a product that doesn't fit Goldman Sachs""]","[""How would you validate that this improvement is actually needed by users?"", ""If you could only ship one feature this quarter, what would it be?"", ""How would you measure whether the improvement was successful?"", ""What would you do if the improvement hurt one user segment while helping another?""]","1: Suggests improvements without any user or business logic. 2: Identifies a product and makes general improvement suggestions without depth. 3: Picks a specific product, articulates the user problem, and proposes a reasonable improvement with basic trade-off thinking. 4: Delivers a structured product thinking answer with clear user need, specific improvement, trade-off analysis, and success metrics relevant to Goldman Sachs. 5: Demonstrates expert product management thinking with a compelling user insight, prioritized improvement, clear trade-offs, and a measurable outcome tied to Goldman Sachs's strategic goals.",,"goldman-sachs,product-management",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0332,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Product Management,Product Management,Medium,Investment Banking / Finance,What three metrics would you use to measure the success of a major product at Goldman Sachs?,"For a major product at Goldman Sachs like Investment banking, I would choose metrics that capture user engagement, business health, and quality. For example: daily active users or sessions (engagement), revenue per user or conversion rate (business health), and user satisfaction score or NPS (quality). The right metrics depend on the specific product's goal.","**How to choose three metrics for product success:**

**Framework: North Star, Business Health, Quality**
- **North Star metric:** Captures the core value delivered to users (e.g., searches completed, tasks resolved)
- **Business health metric:** Captures revenue impact or growth (e.g., conversions, revenue per user, retention)
- **Quality metric:** Captures user satisfaction or product experience (e.g., NPS, satisfaction score, error rate)

**For a product at Goldman Sachs (e.g., Investment banking):**

Example metrics depending on the product type:
- **Engagement:** Daily Active Users (DAU), session length, feature adoption rate
- **Revenue/Business:** Revenue per user, conversion rate, paid vs free conversion
- **Retention/Quality:** 30-day retention, NPS, support ticket rate, churn rate

**Key principles when choosing metrics:**
- Metrics should be directly actionable — you should be able to intervene when they move
- Avoid vanity metrics (e.g., total registered users with no engagement check)
- Choose metrics that cover leading indicators (early signals) and lagging indicators (outcomes)
- Metrics should connect to the product's core user value proposition","[""Picks three distinct metrics that cover engagement, business health, and quality"", ""Connects metrics to the specific product and its user value"", ""Distinguishes between leading and lagging indicators"", ""Avoids vanity metrics and explains why each metric matters"", ""Addresses what would cause concern if a metric moved unexpectedly""]","[""Choosing three variations of the same type of metric (e.g., all engagement metrics)"", ""Picking vanity metrics like total sign-ups without engagement context"", ""Not justifying why each metric was chosen"", ""Not linking metrics to the product's specific user value proposition"", ""Choosing metrics that cannot actually be influenced by the team""]","[""If only one metric moved, which would concern you most?"", ""How would you set targets for each metric?"", ""What would you do if engagement went up but revenue went down?"", ""How would you prioritize these metrics if they conflicted?""]","1: Lists three metrics with no rationale. 2: Provides three metrics with some explanation but poor coverage of business and quality dimensions. 3: Selects three well-chosen metrics with clear justification and connection to user value. 4: Delivers a balanced set of metrics covering engagement, business health, and quality, with clear reasoning and awareness of how each metric can be gamed or misread. 5: Demonstrates deep product metrics thinking by connecting leading and lagging indicators, avoiding vanity metrics, explaining inter-metric relationships, and tailoring the framework to the specific Goldman Sachs product context.",,"goldman-sachs,product-management",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0333,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Product Management,Product Management,Hard,Investment Banking / Finance,A key product metric drops significantly. Walk through your diagnostic approach.,"When a key product metric drops significantly, I would not jump to conclusions immediately. I would first verify the data is accurate, then segment the drop by time, geography, platform, and user cohort to understand what changed and when. Only after a clear diagnosis would I propose a fix. This structured diagnostic approach is essential for any product role at Goldman Sachs.","**Step-by-step diagnostic approach for a metric drop:**

**Step 1: Verify the data**
- Is the drop real or a tracking/instrumentation error?
- Compare against alternative data sources

**Step 2: Define the scope of the drop**
- When did it start? (Correlate with deployments, experiments, external events)
- Where? (Specific geography, platform — iOS/Android/web, user segment)
- How large? (Is it a blip or a sustained trend?)

**Step 3: Formulate hypotheses**
Common causes:
- **Product change:** A recent release, feature change, or A/B test
- **External factor:** Competitor action, market shift, seasonality
- **Infrastructure issue:** Performance degradation, outage, latency increase
- **Acquisition change:** Different quality of new users coming in
- **Ecosystem change:** Policy change, platform update (e.g., app store)

**Step 4: Test hypotheses with data**
- Query the data to confirm or eliminate each hypothesis
- Prioritize hypotheses by likelihood and impact

**Step 5: Identify the root cause and act**
- Communicate findings to stakeholders early
- Propose a fix or further investigation if root cause is unclear","[""Starts with data verification before assuming the drop is real"", ""Segments the drop by time, geography, platform, and user cohort"", ""Formulates multiple hypotheses covering product, external, and technical causes"", ""Tests hypotheses systematically rather than acting on the first idea"", ""Communicates clearly to stakeholders throughout the process""]","[""Jumping to a root cause without verifying the data first"", ""Looking at only one dimension (e.g., only product changes) when segmenting"", ""Not correlating the timing of the drop with recent product changes or external events"", ""Proposing solutions before identifying the root cause"", ""Not communicating the status to stakeholders during the investigation""]","[""What if the data looks correct but you cannot find an obvious cause?"", ""How would you communicate a suspected root cause to leadership before you have confirmed it?"", ""What if fixing the metric in one region makes it worse in another?"", ""How would you prevent this type of drop from catching you off guard in the future?""]","1: Proposes a fix without any diagnostic process. 2: Suggests checking the data but has a limited segmentation approach. 3: Outlines a structured diagnostic process covering data verification, segmentation, and hypothesis generation. 4: Delivers a rigorous diagnostic framework with clear hypothesis prioritization, systematic testing, and stakeholder communication. 5: Demonstrates expert product analytics thinking by connecting metric drops to their likely drivers across product, technical, and external dimensions with a clear communication and escalation plan.",,"goldman-sachs,product-management",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0334,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Product Management,Product Management,Hard,Investment Banking / Finance,How would you prioritize two high-value features when the team has capacity to build only one?,"I would evaluate both features on a set of shared criteria: customer value, strategic fit with Goldman Sachs's goals, revenue impact, and engineering effort. I would then make an explicit trade-off decision rather than trying to do both partially. The key is to be transparent about what is being given up and why.","**How to prioritize two competing features:**

**Step 1: Clarify the objective**
What is the team's current primary goal? (Growth, retention, revenue, quality)

**Step 2: Define evaluation criteria**
Use a simple scoring framework across criteria like:
- **Customer value:** How many users benefit? How much does it improve their experience?
- **Business impact:** Revenue potential, strategic alignment, competitive necessity
- **Engineering effort:** Time, complexity, technical debt created
- **Risk:** What could go wrong? Reversibility if it doesn't work?

**Step 3: Score each feature**
Rate Feature A and Feature B on each criterion. Be explicit about the assumptions.

**Step 4: Apply additional judgment**
- Is one feature time-sensitive? (Competitive threat, external deadline)
- Does one feature unlock the other later?
- Are there stakeholder dependencies that affect the decision?

**Step 5: Make the call and communicate it**
Choose one. Explain the reasoning. Get alignment from stakeholders.
Set a clear expectation about when the other feature might be addressed.

**Useful frameworks:** ICE (Impact, Confidence, Effort), RICE (Reach, Impact, Confidence, Effort)","[""Uses explicit, shared criteria rather than gut feel"", ""Considers both customer value and business impact"", ""Accounts for engineering effort and risk"", ""Makes a decisive recommendation rather than saying 'it depends'"", ""Communicates clearly what is being deferred and why""]","[""Trying to justify building both features without a real trade-off"", ""Using only one criterion (e.g., only customer value) to decide"", ""Not considering team capacity or technical complexity"", ""Being indecisive — answering 'it depends' without a clear framework"", ""Ignoring stakeholder alignment in the prioritization process""]","[""What if both features score equally on all criteria?"", ""How would you handle a stakeholder who insists on the deprioritized feature?"", ""How would you validate your scoring assumptions?"", ""What would make you revisit this decision next quarter?""]","1: Makes a choice with no structured reasoning. 2: Uses a few criteria but applies them inconsistently or does not make a clear recommendation. 3: Applies a clear framework with multiple criteria and makes a decisiverecommendation. 4: Delivers a rigorous evaluation covering customer value, business impact, effort, and risk, with clear stakeholder communication. 5: Demonstrates expert product prioritization by building an explicit scoring model, challenging assumptions, handling stakeholder dynamics, and delivering a well-justified decision with a clear plan for the deferred feature.",,"goldman-sachs,product-management",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0335,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Market Entry,Market Entry,Medium,Investment Banking / Finance,How would you assess the attractiveness of a new market for Goldman Sachs?,"I would assess a new market for Goldman Sachs across four dimensions: market size and growth rate, competitive intensity, regulatory and operational fit, and Goldman Sachs's ability to win given its existing strengths like deal-making reputation. A market is attractive if it is large, growing, underserved, and within Goldman Sachs's ability to build a defensible position.","**Framework for assessing market attractiveness:**

**1. Market Size and Growth**
- What is the current total addressable market (TAM)?
- What is the growth rate? Is this a growing or mature market?
- What are the key drivers of growth?

**2. Competitive Intensity**
- How many strong competitors are already there?
- What are their moats (switching costs, network effects, brand, cost)?
- Is there a viable path to meaningful market share?

**3. Customer Dynamics**
- Who are the customers? Are their needs currently underserved?
- What would make them choose Goldman Sachs over existing alternatives?
- What is the likely willingness to pay?

**4. Goldman Sachs's Fit and Right to Win**
- What existing assets apply? (deal-making reputation, talent quality, global network, M&A and IPO leadership)
- What capabilities would need to be built or acquired?
- Is the core offering transferable to this market?

**5. Financial Attractiveness**
- What is the cost to enter and scale?
- What are the margins at scale?
- What is the payback period on investment?

**6. Risk and Execution**
- Regulatory complexity, political risk
- Key dependencies and failure modes","[""Covers market size, growth, competitive dynamics, and company fit"", ""Connects the assessment to Goldman Sachs's specific strengths"", ""Considers financial attractiveness and cost to enter"", ""Identifies key risks and dependencies"", ""Summarizes with a clear recommendation framework or priority ranking""]","[""Listing factors without any weighting or prioritization"", ""Focusing only on market size and ignoring competitive intensity"", ""Not connecting the assessment to Goldman Sachs's specific capabilities"", ""Ignoring the cost and risk of entry"", ""Treating all markets as equally attractive without differentiation""]","[""Which factor would you weight most heavily in your assessment?"", ""How would you gather data on a market you know little about?"", ""What would a red flag look like that would make you say no?"", ""If the market scores well but the entry cost is very high, how do you decide?""]","1: Lists a few factors without structure or depth. 2: Covers market size and competition but misses company fit and financial analysis. 3: Uses a clear framework covering the key dimensions with logical reasoning. 4: Delivers a comprehensive assessment that explicitly connects market attractiveness to Goldman Sachs's competitive position and financial feasibility. 5: Demonstrates strategic sophistication by weighting factors appropriately, identifying non-obvious risks, and delivering a clear recommendation on whether to enter based on a rigorous and balanced analysis.",,"goldman-sachs,market-entry",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0336,Goldman Sachs,Investment Banking / Finance,Company-specific / Cross-functional,Market Sizing,Market Sizing,Medium,Investment Banking / Finance,Estimate the addressable market for one major product of Goldman Sachs in India.,"To estimate the addressable market for a major Goldman Sachs product in India, I would use a bottom-up approach: start with India's population, segment by the relevant target users, estimate penetration rate, and multiply by revenue per user. For example, for Investment banking, I would begin with India's ~1.4 billion population and filter to the relevant user segment.","**Step-by-step market sizing for Goldman Sachs in India:**

**Step 1: Define the product and customer clearly**
- Which product? (e.g., Investment banking)
- Who is the target customer in India? (age, income, geography, device access)

**Step 2: Build a population estimate**
- India population: ~1.4 billion
- Smartphone users in India: ~650–700 million
- Internet users: ~800–900 million
- Relevant demographic for the product (e.g., working professionals aged 22–45): ~250–300 million

**Step 3: Estimate penetration rate**
- What share of the relevant segment is already using this type of product?
- What share might be addressable with the right offering?

**Step 4: Estimate revenue per user**
- Is the product free with advertising? Subscription? Transaction-based?
- Estimate average annual revenue per user (ARPU)

**Step 5: Calculate the TAM**
TAM = Addressable users × ARPU

**State your assumptions clearly** — the interviewer is testing your reasoning, not your ability to know exact numbers.","[""Defines the product and target customer clearly before sizing"", ""Uses a logical bottom-up approach starting from population data"", ""Applies a reasonable penetration rate with justification"", ""Estimates a realistic revenue per user for the business model"", ""States assumptions clearly and checks the final number for reasonableness""]","[""Using a top-down approach without verifying with a bottom-up check"", ""Ignoring the difference between India's total population and the addressable segment"", ""Not accounting for the economic diversity and segmentation within India"", ""Forgetting to translate users into revenue"", ""Not checking whether the final number is reasonable""]","[""How would your estimate change for tier-2 and tier-3 cities specifically?"", ""What assumptions are you most uncertain about?"", ""How would you size the serviceable market (SAM) vs the total addressable market (TAM)?"", ""If your estimate seems too high, how would you sanity-check it?""]","1: Provides a number with no structured approach. 2: Uses a rough top-down estimate without segmentation or revenue calculation. 3: Uses a bottom-up approach with clear segmentation and a reasonable revenue estimate. 4: Delivers a structured sizing with explicit assumptions, penetration logic, and a revenue model appropriate for Goldman Sachs's business model in India. 5: Demonstrates expert estimation skills by building a defensible bottom-up model with clear assumptions, India-specific nuances (urban vs rural, income tiers), and a sanity check against known benchmarks.",,"goldman-sachs,market-sizing",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
